SIM_HH_ID,Day_Type,Hour,HHSIZE,DTYPE,BEDRM,CONDO,ROOM,REPAIR,PR,Occupancy_Schedule,Metabolic_Rate
134,Weekday,0,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,1,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,2,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,3,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,4,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,5,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,6,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,7,1,SingleD,3,0,4,1,Prairies,1.000,70.000
134,Weekday,8,1,SingleD,3,0,4,1,Prairies,1.000,185.000
134,Weekday,9,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,10,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,11,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,12,1,SingleD,3,0,4,1,Prairies,1.000,170.000
134,Weekday,13,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,14,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,15,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,16,1,SingleD,3,0,4,1,Prairies,1.000,175.000
134,Weekday,17,1,SingleD,3,0,4,1,Prairies,1.000,85.000
134,Weekday,18,1,SingleD,3,0,4,1,Prairies,1.000,85.000
134,Weekday,19,1,SingleD,3,0,4,1,Prairies,1.000,85.000
134,Weekday,20,1,SingleD,3,0,4,1,Prairies,1.000,85.000
134,Weekday,21,1,SingleD,3,0,4,1,Prairies,1.000,85.000
134,Weekday,22,1,SingleD,3,0,4,1,Prairies,1.000,85.000
134,Weekday,23,1,SingleD,3,0,4,1,Prairies,1.000,73.800
134,Weekend,0,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,1,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,2,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,3,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,4,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,5,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,6,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,7,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,8,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,9,1,SingleD,3,0,4,1,Ontario,1.000,70.000
134,Weekend,10,1,SingleD,3,0,4,1,Ontario,1.000,175.000
134,Weekend,11,1,SingleD,3,0,4,1,Ontario,1.000,175.000
134,Weekend,12,1,SingleD,3,0,4,1,Ontario,1.000,172.900
134,Weekend,13,1,SingleD,3,0,4,1,Ontario,1.000,130.000
134,Weekend,14,1,SingleD,3,0,4,1,Ontario,1.000,85.000
134,Weekend,15,1,SingleD,3,0,4,1,Ontario,1.000,85.000
134,Weekend,16,1,SingleD,3,0,4,1,Ontario,1.000,85.000
134,Weekend,17,1,SingleD,3,0,4,1,Ontario,1.000,127.500
134,Weekend,18,1,SingleD,3,0,4,1,Ontario,1.000,170.000
134,Weekend,19,1,SingleD,3,0,4,1,Ontario,1.000,78.800
134,Weekend,20,1,SingleD,3,0,4,1,Ontario,1.000,100.000
134,Weekend,21,1,SingleD,3,0,4,1,Ontario,1.000,85.000
134,Weekend,22,1,SingleD,3,0,4,1,Ontario,1.000,85.000
134,Weekend,23,1,SingleD,3,0,4,1,Ontario,1.000,77.500
189,Weekday,0,1,Apartment,2,1,4,1,BC,1.000,80.000
189,Weekday,1,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,2,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,3,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,4,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,5,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,6,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,7,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,8,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,9,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,10,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,11,1,Apartment,2,1,4,1,BC,1.000,70.000
189,Weekday,12,1,Apartment,2,1,4,1,BC,0.000,0.000
189,Weekday,13,1,Apartment,2,1,4,1,BC,0.000,0.000
189,Weekday,14,1,Apartment,2,1,4,1,BC,0.500,85.000
189,Weekday,15,1,Apartment,2,1,4,1,BC,1.000,127.500
189,Weekday,16,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,17,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,18,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,19,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,20,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,21,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,22,1,Apartment,2,1,4,1,BC,1.000,85.000
189,Weekday,23,1,Apartment,2,1,4,1,BC,1.000,90.000
189,Weekend,0,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,1,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,2,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,3,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,4,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,5,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,6,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,7,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,8,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,9,1,Apartment,2,1,4,1,Ontario,1.000,70.000
189,Weekend,10,1,Apartment,2,1,4,1,Ontario,1.000,175.000
189,Weekend,11,1,Apartment,2,1,4,1,Ontario,1.000,175.000
189,Weekend,12,1,Apartment,2,1,4,1,Ontario,1.000,172.900
189,Weekend,13,1,Apartment,2,1,4,1,Ontario,1.000,130.000
189,Weekend,14,1,Apartment,2,1,4,1,Ontario,1.000,85.000
189,Weekend,15,1,Apartment,2,1,4,1,Ontario,1.000,85.000
189,Weekend,16,1,Apartment,2,1,4,1,Ontario,1.000,85.000
189,Weekend,17,1,Apartment,2,1,4,1,Ontario,1.000,127.500
189,Weekend,18,1,Apartment,2,1,4,1,Ontario,1.000,170.000
189,Weekend,19,1,Apartment,2,1,4,1,Ontario,1.000,78.800
189,Weekend,20,1,Apartment,2,1,4,1,Ontario,1.000,100.000
189,Weekend,21,1,Apartment,2,1,4,1,Ontario,1.000,85.000
189,Weekend,22,1,Apartment,2,1,4,1,Ontario,1.000,85.000
189,Weekend,23,1,Apartment,2,1,4,1,Ontario,1.000,77.500
300,Weekday,0,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,1,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,2,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,3,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,4,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,5,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,6,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekday,7,1,Apartment,1,0,3,1,BC,1.000,175.000
300,Weekday,8,1,Apartment,1,0,3,1,BC,0.167,29.200
300,Weekday,9,1,Apartment,1,0,3,1,BC,0.000,0.000
300,Weekday,10,1,Apartment,1,0,3,1,BC,0.833,112.500
300,Weekday,11,1,Apartment,1,0,3,1,BC,1.000,93.300
300,Weekday,12,1,Apartment,1,0,3,1,BC,1.000,155.800
300,Weekday,13,1,Apartment,1,0,3,1,BC,0.167,28.300
300,Weekday,14,1,Apartment,1,0,3,1,BC,0.000,0.000
300,Weekday,15,1,Apartment,1,0,3,1,BC,0.000,0.000
300,Weekday,16,1,Apartment,1,0,3,1,BC,0.500,35.000
300,Weekday,17,1,Apartment,1,0,3,1,BC,0.000,0.000
300,Weekday,18,1,Apartment,1,0,3,1,BC,0.000,0.000
300,Weekday,19,1,Apartment,1,0,3,1,BC,0.000,0.000
300,Weekday,20,1,Apartment,1,0,3,1,BC,0.250,21.200
300,Weekday,21,1,Apartment,1,0,3,1,BC,1.000,85.000
300,Weekday,22,1,Apartment,1,0,3,1,BC,1.000,97.500
300,Weekday,23,1,Apartment,1,0,3,1,BC,1.000,70.000
300,Weekend,0,1,Apartment,1,0,3,1,Ontario,1.000,85.000
300,Weekend,1,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,2,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,3,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,4,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,5,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,6,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,7,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,8,1,Apartment,1,0,3,1,Ontario,1.000,175.000
300,Weekend,9,1,Apartment,1,0,3,1,Ontario,1.000,175.000
300,Weekend,10,1,Apartment,1,0,3,1,Ontario,1.000,175.000
300,Weekend,11,1,Apartment,1,0,3,1,Ontario,1.000,175.000
300,Weekend,12,1,Apartment,1,0,3,1,Ontario,1.000,175.000
300,Weekend,13,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,14,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,15,1,Apartment,1,0,3,1,Ontario,1.000,170.000
300,Weekend,16,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,17,1,Apartment,1,0,3,1,Ontario,1.000,70.000
300,Weekend,18,1,Apartment,1,0,3,1,Ontario,1.000,122.500
300,Weekend,19,1,Apartment,1,0,3,1,Ontario,1.000,175.000
300,Weekend,20,1,Apartment,1,0,3,1,Ontario,1.000,130.000
300,Weekend,21,1,Apartment,1,0,3,1,Ontario,1.000,85.000
300,Weekend,22,1,Apartment,1,0,3,1,Ontario,1.000,85.000
300,Weekend,23,1,Apartment,1,0,3,1,Ontario,1.000,85.000
401,Weekday,0,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,1,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,2,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,3,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,4,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,5,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,6,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,7,1,SingleD,3,0,5,1,Prairies,1.000,70.000
401,Weekday,8,1,SingleD,3,0,5,1,Prairies,1.000,185.000
401,Weekday,9,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,10,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,11,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,12,1,SingleD,3,0,5,1,Prairies,1.000,170.000
401,Weekday,13,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,14,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,15,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,16,1,SingleD,3,0,5,1,Prairies,1.000,175.000
401,Weekday,17,1,SingleD,3,0,5,1,Prairies,1.000,85.000
401,Weekday,18,1,SingleD,3,0,5,1,Prairies,1.000,85.000
401,Weekday,19,1,SingleD,3,0,5,1,Prairies,1.000,85.000
401,Weekday,20,1,SingleD,3,0,5,1,Prairies,1.000,85.000
401,Weekday,21,1,SingleD,3,0,5,1,Prairies,1.000,85.000
401,Weekday,22,1,SingleD,3,0,5,1,Prairies,1.000,85.000
401,Weekday,23,1,SingleD,3,0,5,1,Prairies,1.000,73.800
401,Weekend,0,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,1,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,2,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,3,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,4,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,5,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,6,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,7,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,8,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,9,1,SingleD,3,0,5,1,Ontario,1.000,70.000
401,Weekend,10,1,SingleD,3,0,5,1,Ontario,1.000,175.000
401,Weekend,11,1,SingleD,3,0,5,1,Ontario,1.000,175.000
401,Weekend,12,1,SingleD,3,0,5,1,Ontario,1.000,172.900
401,Weekend,13,1,SingleD,3,0,5,1,Ontario,1.000,130.000
401,Weekend,14,1,SingleD,3,0,5,1,Ontario,1.000,85.000
401,Weekend,15,1,SingleD,3,0,5,1,Ontario,1.000,85.000
401,Weekend,16,1,SingleD,3,0,5,1,Ontario,1.000,85.000
401,Weekend,17,1,SingleD,3,0,5,1,Ontario,1.000,127.500
401,Weekend,18,1,SingleD,3,0,5,1,Ontario,1.000,170.000
401,Weekend,19,1,SingleD,3,0,5,1,Ontario,1.000,78.800
401,Weekend,20,1,SingleD,3,0,5,1,Ontario,1.000,100.000
401,Weekend,21,1,SingleD,3,0,5,1,Ontario,1.000,85.000
401,Weekend,22,1,SingleD,3,0,5,1,Ontario,1.000,85.000
