SIM_HH_ID,Day_Type,Hour,HHSIZE,DTYPE,BEDRM,CONDO,ROOM,REPAIR,PR,Occupancy_Schedule,Metabolic_Rate
283,Weekday,0,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,1,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,2,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,3,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,4,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,5,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,6,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,7,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,8,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekday,9,1,MidRise,1,0,5,1,Quebec,1.000,92.500
283,Weekday,10,1,MidRise,1,0,5,1,Quebec,1.000,90.000
283,Weekday,11,1,MidRise,1,0,5,1,Quebec,1.000,90.000
283,Weekday,12,1,MidRise,1,0,5,1,Quebec,1.000,132.500
283,Weekday,13,1,MidRise,1,0,5,1,Quebec,1.000,90.000
283,Weekday,14,1,MidRise,1,0,5,1,Quebec,1.000,90.000
283,Weekday,15,1,MidRise,1,0,5,1,Quebec,1.000,90.000
283,Weekday,16,1,MidRise,1,0,5,1,Quebec,1.000,101.700
283,Weekday,17,1,MidRise,1,0,5,1,Quebec,1.000,85.000
283,Weekday,18,1,MidRise,1,0,5,1,Quebec,1.000,85.000
283,Weekday,19,1,MidRise,1,0,5,1,Quebec,1.000,85.000
283,Weekday,20,1,MidRise,1,0,5,1,Quebec,1.000,85.000
283,Weekday,21,1,MidRise,1,0,5,1,Quebec,1.000,85.000
283,Weekday,22,1,MidRise,1,0,5,1,Quebec,1.000,85.000
283,Weekday,23,1,MidRise,1,0,5,1,Quebec,1.000,70.000
283,Weekend,0,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,1,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,2,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,3,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,4,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,5,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,6,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
283,Weekend,7,1,MidRise,1,0,5,1,Atlantic,1.000,170.000
283,Weekend,8,1,MidRise,1,0,5,1,Atlantic,1.000,170.000
283,Weekend,9,1,MidRise,1,0,5,1,Atlantic,1.000,106.200
283,Weekend,10,1,MidRise,1,0,5,1,Atlantic,0.500,42.500
283,Weekend,11,1,MidRise,1,0,5,1,Atlantic,0.000,0.000
283,Weekend,12,1,MidRise,1,0,5,1,Atlantic,0.500,52.500
283,Weekend,13,1,MidRise,1,0,5,1,Atlantic,1.000,151.700
283,Weekend,14,1,MidRise,1,0,5,1,Atlantic,1.000,171.700
283,Weekend,15,1,MidRise,1,0,5,1,Atlantic,1.000,110.400
283,Weekend,16,1,MidRise,1,0,5,1,Atlantic,1.000,105.000
283,Weekend,17,1,MidRise,1,0,5,1,Atlantic,1.000,105.000
283,Weekend,18,1,MidRise,1,0,5,1,Atlantic,1.000,105.000
283,Weekend,19,1,MidRise,1,0,5,1,Atlantic,1.000,140.000
283,Weekend,20,1,MidRise,1,0,5,1,Atlantic,1.000,175.000
283,Weekend,21,1,MidRise,1,0,5,1,Atlantic,1.000,175.000
283,Weekend,22,1,MidRise,1,0,5,1,Atlantic,1.000,122.500
283,Weekend,23,1,MidRise,1,0,5,1,Atlantic,1.000,70.000
289,Weekday,0,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,1,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,2,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,3,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,4,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,5,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,6,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,7,1,MidRise,1,0,4,1,Ontario,1.000,70.000
289,Weekday,8,1,MidRise,1,0,4,1,Ontario,1.000,132.100
289,Weekday,9,1,MidRise,1,0,4,1,Ontario,1.000,170.400
289,Weekday,10,1,MidRise,1,0,4,1,Ontario,1.000,127.500
289,Weekday,11,1,MidRise,1,0,4,1,Ontario,1.000,85.000
289,Weekday,12,1,MidRise,1,0,4,1,Ontario,1.000,103.300
289,Weekday,13,1,MidRise,1,0,4,1,Ontario,0.000,0.000
289,Weekday,14,1,MidRise,1,0,4,1,Ontario,0.000,0.000
289,Weekday,15,1,MidRise,1,0,4,1,Ontario,0.667,60.000
289,Weekday,16,1,MidRise,1,0,4,1,Ontario,0.917,115.800
289,Weekday,17,1,MidRise,1,0,4,1,Ontario,1.000,99.200
289,Weekday,18,1,MidRise,1,0,4,1,Ontario,1.000,105.000
289,Weekday,19,1,MidRise,1,0,4,1,Ontario,0.000,0.000
289,Weekday,20,1,MidRise,1,0,4,1,Ontario,0.000,0.000
289,Weekday,21,1,MidRise,1,0,4,1,Ontario,0.917,155.800
289,Weekday,22,1,MidRise,1,0,4,1,Ontario,1.000,170.000
